Country,Emirate,Education,Occupation,Gender,Marital Status,Coverage,Income,cluster
Philipines,Sharjah,Doctor,Enterpreneur,F,Married,Extended,14278,0
UAE,Dubai,College,Employed,M,Single,Premium,66839,2
Philipines,Dubai,College,Employed,F,Married,Basic,37811,0
Philipines,Dubai,High School or Below,Enterpreneur,M,Married,Basic,20978,2
India,Dubai,College,Enterpreneur,F,Married,Extended,28519,0
India,Dubai,College,Self-Employed,M,Married,Basic,0,2
China,Abu Dhabi,Master,Employed,F,Single,Basic,85140,1
Pakistan,Dubai,Doctor,Employed,F,Married,Extended,37384,0
Pakistan,Abu Dhabi,Bachelor,Self-Employed,M,Married,Extended,0,2
China,Dubai,College,Self-Employed,F,Married,Basic,0,0
UAE,Dubai,High School or Below,Employed,M,Divorced,Premium,57659,2
Pakistan,Abu Dhabi,Bachelor,Employed,F,Married,Basic,95241,1
Philipines,Abu Dhabi,College,Employed,M,Divorced,Basic,38870,1
India,Dubai,High School or Below,Enterpreneur,F,Married,Basic,13870,0
Philipines,Dubai,Bachelor,Employed,M,Married,Extended,25964,1
UAE,Sharjah,High School or Below,Employed,F,Married,Premium,72193,1
Other,Abu Dhabi,College,Employed,M,Married,Basic,84302,1
China,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
Other,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Pakistan,Sharjah,College,Employed,M,Divorced,Extended,39482,1
Pakistan,Abu Dhabi,High School or Below,Employed,M,Married,Extended,66371,1
India,Sharjah,Bachelor,Employed,M,Married,Basic,35300,1
India,Abu Dhabi,Doctor,Employed,F,Married,Extended,67735,1
India,Abu Dhabi,College,Employed,M,Single,Basic,98879,1
Pakistan,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Pakistan,Abu Dhabi,Master,Employed,M,Divorced,Extended,72885,1
Pakistan,Abu Dhabi,Bachelor,Employed,F,Married,Basic,26378,1
Pakistan,Dubai,Bachelor,Employed,M,Divorced,Basic,67798,2
Other,Abu Dhabi,Master,Employed,F,Married,Extended,41275,1
India,Sharjah,College,Employed,M,Married,Basic,39646,1
Pakistan,Dubai,High School or Below,Employed,M,Single,Basic,71868,2
Pakistan,Sharjah,High School or Below,Employed,F,Married,Basic,59107,1
Philipines,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Philipines,Sharjah,College,Employed,F,Divorced,Extended,36428,1
China,Dubai,Doctor,Employed,F,Married,Extended,93284,0
Pakistan,Dubai,College,Employed,F,Married,Extended,34612,0
UAE,Dubai,High School or Below,Employed,F,Married,Premium,76157,0
UAE,Dubai,College,Self-Employed,M,Single,Premium,0,2
China,Dubai,High School or Below,Government,M,Married,Basic,17109,2
India,Dubai,College,Enterpreneur,F,Single,Extended,29539,0
Pakistan,Sharjah,College,Employed,M,Single,Extended,49539,1
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
UAE,Dubai,College,Employed,M,Married,Premium,25352,1
Pakistan,Dubai,College,Employed,M,Married,Basic,63223,1
China,Dubai,Bachelor,Enterpreneur,M,Married,Basic,18505,2
India,Sharjah,College,Employed,F,Divorced,Basic,91485,1
Pakistan,Abu Dhabi,College,Government,F,Married,Extended,18690,0
Other,Dubai,College,Self-Employed,M,Single,Extended,0,2
Philipines,Abu Dhabi,Bachelor,Employed,F,Married,Basic,69819,1
UAE,Dubai,Bachelor,Employed,M,Divorced,Premium,25708,2
China,Dubai,Doctor,Employed,M,Single,Extended,33738,2
Philipines,Abu Dhabi,Bachelor,Employed,F,Married,Basic,75845,1
China,Sharjah,High School or Below,Employed,M,Married,Basic,83392,1
India,Abu Dhabi,Bachelor,Self-Employed,F,Married,Extended,0,0
India,Abu Dhabi,College,Employed,M,Married,Extended,76375,1
UAE,Dubai,College,Self-Employed,M,Single,Premium,0,2
India,Dubai,College,Employed,M,Divorced,Extended,32330,2
India,Sharjah,Bachelor,Employed,F,Married,Extended,85689,1
UAE,Dubai,Bachelor,Self-Employed,F,Single,Premium,0,0
Philipines,Sharjah,College,Employed,F,Married,Basic,39507,1
India,Sharjah,Bachelor,Employed,F,Married,Basic,22373,1
India,Dubai,College,Employed,F,Married,Extended,20217,0
Pakistan,Dubai,Bachelor,Government,M,Married,Basic,19245,2
Philipines,Abu Dhabi,High School or Below,Government,F,Married,Basic,17774,0
Pakistan,Abu Dhabi,Bachelor,Employed,M,Divorced,Basic,80355,1
Philipines,Dubai,Bachelor,Employed,M,Married,Basic,65099,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Other,Dubai,Master,Employed,M,Single,Basic,23401,2
Pakistan,Abu Dhabi,High School or Below,Self-Employed,F,Married,Basic,0,0
Philipines,Dubai,College,Self-Employed,M,Married,Basic,0,2
UAE,Dubai,Bachelor,Employed,F,Married,Premium,38692,0
India,Dubai,Master,Employed,F,Married,Basic,97131,0
Pakistan,Dubai,Bachelor,Employed,F,Divorced,Basic,78046,0
Philipines,Dubai,Bachelor,Employed,M,Divorced,Basic,82225,2
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
China,Sharjah,College,Employed,M,Married,Extended,21144,1
UAE,Dubai,High School or Below,Employed,F,Single,Premium,36645,0
China,Sharjah,High School or Below,Employed,M,Single,Basic,31842,1
India,Dubai,Master,Self-Employed,F,Married,Extended,0,0
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,75090,1
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
Pakistan,Sharjah,High School or Below,Employed,F,Married,Basic,72014,1
Philipines,Dubai,High School or Below,Enterpreneur,M,Single,Extended,13512,2
Pakistan,Dubai,High School or Below,Employed,M,Married,Basic,75909,1
Pakistan,Dubai,High School or Below,Government,F,Divorced,Basic,18884,0
Philipines,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
China,Dubai,College,Retired,M,Married,Basic,26802,2
India,Dubai,College,Employed,F,Married,Basic,99839,0
India,Dubai,College,Employed,F,Single,Basic,24186,0
India,Abu Dhabi,College,Employed,M,Married,Basic,46971,1
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Extended,0,0
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
Philipines,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,College,Self-Employed,F,Divorced,Basic,0,0
China,Dubai,Bachelor,Employed,M,Married,Basic,26790,1
Philipines,Dubai,College,Self-Employed,M,Single,Basic,0,2
Philipines,Dubai,Bachelor,Enterpreneur,M,Married,Basic,16258,2
India,Abu Dhabi,College,Employed,M,Single,Basic,91169,1
India,Dubai,College,Self-Employed,M,Married,Extended,0,2
India,Dubai,Bachelor,Retired,M,Divorced,Basic,25905,2
Pakistan,Dubai,High School or Below,Employed,M,Single,Extended,44577,2
Pakistan,Dubai,High School or Below,Employed,M,Married,Basic,53021,1
Pakistan,Dubai,High School or Below,Employed,M,Married,Extended,56980,1
India,Sharjah,College,Employed,F,Married,Basic,97719,1
Philipines,Sharjah,Bachelor,Employed,M,Married,Basic,49530,1
Philipines,Dubai,Master,Employed,M,Married,Extended,56233,1
China,Dubai,High School or Below,Employed,F,Married,Basic,79140,0
Philipines,Dubai,Bachelor,Enterpreneur,F,Married,Extended,13088,0
Philipines,Sharjah,High School or Below,Employed,F,Married,Basic,73601,1
India,Dubai,Bachelor,Employed,F,Married,Extended,31517,0
Pakistan,Dubai,College,Self-Employed,M,Single,Basic,0,2
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Sharjah,High School or Below,Employed,M,Married,Basic,42148,1
Pakistan,Dubai,High School or Below,Self-Employed,F,Single,Extended,0,0
Other,Dubai,High School or Below,Government,F,Divorced,Basic,23769,0
Philipines,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Pakistan,Dubai,Doctor,Employed,F,Married,Basic,22241,0
Philipines,Sharjah,Bachelor,Employed,F,Married,Basic,23550,1
India,Dubai,Master,Self-Employed,F,Married,Basic,0,0
India,Sharjah,High School or Below,Employed,M,Married,Basic,71024,1
Pakistan,Dubai,Bachelor,Employed,F,Married,Basic,71644,0
India,Abu Dhabi,Master,Employed,F,Married,Basic,50363,1
India,Dubai,Bachelor,Employed,F,Married,Extended,92914,0
Other,Dubai,College,Enterpreneur,M,Married,Basic,16645,2
India,Dubai,College,Self-Employed,M,Single,Extended,0,2
Other,Dubai,Bachelor,Employed,F,Divorced,Basic,22814,0
Pakistan,Dubai,Bachelor,Retired,M,Married,Basic,22828,2
India,Dubai,High School or Below,Employed,M,Single,Basic,51066,2
Pakistan,Abu Dhabi,College,Employed,M,Married,Basic,68507,1
Philipines,Dubai,College,Self-Employed,F,Married,Extended,0,0
Philipines,Abu Dhabi,College,Employed,M,Divorced,Basic,37929,1
India,Abu Dhabi,Bachelor,Employed,M,Married,Extended,89285,1
Pakistan,Sharjah,High School or Below,Employed,F,Divorced,Extended,98235,1
Pakistan,Abu Dhabi,Bachelor,Enterpreneur,F,Married,Basic,23650,1
India,Sharjah,Bachelor,Employed,F,Single,Extended,90167,1
Pakistan,Dubai,High School or Below,Employed,M,Married,Extended,64669,1
Other,Dubai,Bachelor,Employed,M,Married,Extended,65083,1
Pakistan,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
Pakistan,Sharjah,College,Employed,M,Married,Basic,60462,1
India,Dubai,College,Self-Employed,F,Married,Basic,0,0
Philipines,Abu Dhabi,Doctor,Employed,M,Divorced,Basic,36631,1
Pakistan,Dubai,High School or Below,Employed,F,Divorced,Extended,40308,0
Pakistan,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
Philipines,Dubai,Bachelor,Self-Employed,M,Single,Extended,0,2
Pakistan,Sharjah,High School or Below,Employed,M,Married,Basic,85067,1
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Other,Sharjah,College,Employed,M,Divorced,Basic,97750,1
Pakistan,Abu Dhabi,Doctor,Employed,F,Married,Basic,38704,1
India,Sharjah,Bachelor,Employed,F,Married,Basic,76731,1
India,Abu Dhabi,College,Employed,F,Divorced,Basic,57446,1
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
UAE,Abu Dhabi,High School or Below,Employed,F,Married,Premium,96768,1
India,Dubai,Bachelor,Self-Employed,M,Married,Basic,0,2
UAE,Dubai,Bachelor,Self-Employed,M,Single,Premium,0,2
Pakistan,Dubai,College,Self-Employed,F,Divorced,Basic,0,0
India,Abu Dhabi,Master,Employed,M,Married,Basic,77265,1
Pakistan,Sharjah,High School or Below,Employed,F,Married,Basic,48736,1
Other,Dubai,High School or Below,Self-Employed,F,Single,Extended,0,0
India,Dubai,High School or Below,Self-Employed,F,Single,Extended,0,0
UAE,Dubai,High School or Below,Self-Employed,F,Single,Premium,0,0
Philipines,Abu Dhabi,High School or Below,Employed,F,Single,Extended,46667,1
Other,Abu Dhabi,High School or Below,Employed,M,Married,Basic,71600,1
Philipines,Dubai,High School or Below,Employed,M,Married,Extended,84229,1
China,Dubai,College,Self-Employed,M,Married,Basic,0,2
UAE,Dubai,College,Employed,F,Divorced,Premium,26118,0
Pakistan,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Other,Dubai,College,Employed,M,Married,Basic,24049,1
Philipines,Dubai,Master,Employed,F,Married,Basic,37998,0
Philipines,Dubai,Doctor,Self-Employed,F,Married,Extended,0,0
Pakistan,Dubai,College,Self-Employed,M,Single,Basic,0,2
Philipines,Dubai,College,Self-Employed,F,Married,Basic,0,0
Pakistan,Dubai,Bachelor,Employed,M,Married,Basic,62396,1
India,Dubai,College,Employed,M,Single,Basic,99239,2
Pakistan,Abu Dhabi,College,Employed,M,Married,Basic,94303,1
Philipines,Dubai,Bachelor,Government,M,Married,Basic,18375,2
China,Abu Dhabi,College,Employed,F,Married,Extended,76769,1
Pakistan,Sharjah,High School or Below,Employed,M,Married,Basic,78735,1
Pakistan,Dubai,Bachelor,Self-Employed,M,Single,Extended,0,2
India,Dubai,Bachelor,Self-Employed,F,Married,Basic,0,0
UAE,Sharjah,Doctor,Employed,F,Married,Premium,50494,1
UAE,Sharjah,High School or Below,Employed,F,Divorced,Premium,86721,1
India,Abu Dhabi,Bachelor,Employed,F,Married,Basic,67371,1
China,Dubai,High School or Below,Retired,M,Married,Extended,21835,2
Philipines,Dubai,High School or Below,Employed,M,Married,Basic,62452,1
India,Dubai,College,Self-Employed,F,Divorced,Basic,0,0
India,Abu Dhabi,High School or Below,Employed,M,Married,Basic,69809,1
Other,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
China,Dubai,High School or Below,Self-Employed,M,Married,Extended,0,2
Pakistan,Dubai,College,Self-Employed,F,Married,Extended,0,0
Philipines,Dubai,College,Employed,F,Married,Extended,22601,0
Other,Dubai,High School or Below,Employed,M,Married,Basic,29560,1
Pakistan,Sharjah,Bachelor,Self-Employed,F,Married,Extended,0,0
India,Dubai,Bachelor,Employed,M,Married,Basic,26790,1
India,Abu Dhabi,Bachelor,Employed,F,Married,Extended,34986,1
Philipines,Abu Dhabi,High School or Below,Employed,M,Divorced,Basic,66378,1
India,Sharjah,High School or Below,Employed,F,Married,Extended,48784,1
Other,Dubai,Bachelor,Employed,M,Married,Basic,41043,1
Pakistan,Sharjah,College,Employed,F,Divorced,Basic,32775,1
UAE,Dubai,Bachelor,Employed,M,Single,Premium,61200,2
India,Dubai,Master,Employed,M,Single,Basic,66334,2
Philipines,Sharjah,Doctor,Government,F,Married,Basic,18661,1
UAE,Dubai,College,Self-Employed,F,Single,Premium,0,0
Pakistan,Dubai,Bachelor,Employed,M,Single,Extended,53133,2
India,Dubai,Bachelor,Employed,F,Married,Basic,25134,0
Philipines,Dubai,College,Self-Employed,M,Single,Extended,0,2
Philipines,Dubai,High School or Below,Employed,M,Married,Basic,64324,1
Pakistan,Dubai,Bachelor,Employed,F,Divorced,Extended,25820,0
India,Sharjah,Bachelor,Enterpreneur,M,Divorced,Basic,29152,2
Other,Dubai,College,Self-Employed,F,Single,Basic,0,0
Philipines,Dubai,Master,Employed,M,Married,Basic,62448,1
India,Dubai,High School or Below,Self-Employed,F,Married,Extended,0,0
Philipines,Dubai,College,Enterpreneur,M,Single,Basic,27132,2
Pakistan,Dubai,Bachelor,Government,F,Divorced,Basic,21706,0
Philipines,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
Philipines,Dubai,High School or Below,Employed,M,Married,Basic,66620,1
UAE,Dubai,Bachelor,Employed,F,Married,Premium,42800,0
Philipines,Dubai,High School or Below,Employed,F,Married,Extended,66676,0
Philipines,Dubai,High School or Below,Self-Employed,F,Married,Basic,0,0
India,Sharjah,High School or Below,Employed,F,Married,Extended,37433,1
Pakistan,Abu Dhabi,Doctor,Employed,M,Married,Extended,44930,1
Philipines,Sharjah,Bachelor,Employed,F,Married,Extended,30857,1
Philipines,Sharjah,Bachelor,Employed,F,Married,Basic,46507,1
India,Dubai,Bachelor,Employed,M,Single,Basic,48473,2
Pakistan,Sharjah,Bachelor,Employed,M,Single,Basic,59961,1
India,Abu Dhabi,High School or Below,Employed,F,Divorced,Basic,88359,1
India,Abu Dhabi,College,Employed,M,Married,Basic,97607,1
India,Dubai,High School or Below,Retired,M,Divorced,Basic,20228,2
UAE,Dubai,College,Employed,M,Married,Premium,49009,1
Other,Abu Dhabi,Master,Employed,M,Married,Extended,60804,1
Pakistan,Sharjah,Bachelor,Employed,M,Single,Extended,78374,1
India,Dubai,High School or Below,Employed,M,Married,Basic,95621,1
Pakistan,Dubai,High School or Below,Retired,M,Divorced,Extended,15741,2
Pakistan,Abu Dhabi,Bachelor,Employed,M,Married,Extended,38279,1
Pakistan,Dubai,Master,Self-Employed,M,Married,Basic,0,2
Philipines,Sharjah,High School or Below,Employed,M,Married,Basic,60120,1
UAE,Dubai,High School or Below,Employed,F,Single,Premium,59207,0
Pakistan,Dubai,College,Self-Employed,F,Single,Basic,0,0
India,Abu Dhabi,College,Employed,F,Married,Basic,69446,1
Other,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Dubai,College,Self-Employed,M,Single,Basic,0,2
India,Dubai,Bachelor,Employed,F,Single,Extended,50886,0
Pakistan,Sharjah,Bachelor,Employed,F,Married,Basic,55257,1
India,Abu Dhabi,College,Employed,F,Divorced,Basic,61883,1
Pakistan,Abu Dhabi,College,Employed,M,Divorced,Extended,37233,1
Philipines,Abu Dhabi,Master,Employed,M,Single,Basic,37722,1
UAE,Sharjah,Master,Employed,F,Married,Premium,81883,1
UAE,Dubai,Bachelor,Employed,M,Divorced,Premium,35822,2
Pakistan,Abu Dhabi,Bachelor,Government,F,Divorced,Extended,23059,0
Pakistan,Abu Dhabi,Bachelor,Employed,F,Single,Basic,97666,1
Philipines,Dubai,Master,Government,M,Divorced,Basic,26057,2
Philipines,Abu Dhabi,Doctor,Employed,M,Divorced,Extended,30817,1
Pakistan,Abu Dhabi,College,Employed,F,Married,Basic,75648,1
Pakistan,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
Philipines,Dubai,High School or Below,Enterpreneur,F,Married,Extended,25852,0
Philipines,Abu Dhabi,Doctor,Self-Employed,M,Married,Basic,0,2
Other,Sharjah,Bachelor,Government,M,Married,Extended,13207,1
Pakistan,Dubai,High School or Below,Self-Employed,F,Married,Extended,0,0
China,Dubai,High School or Below,Employed,M,Married,Extended,32150,1
Pakistan,Abu Dhabi,College,Employed,M,Married,Basic,52674,1
India,Sharjah,College,Employed,M,Divorced,Basic,91653,1
Philipines,Sharjah,High School or Below,Employed,F,Married,Basic,69512,1
India,Dubai,High School or Below,Employed,F,Married,Basic,67332,0
Other,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
China,Abu Dhabi,College,Employed,M,Married,Basic,53304,1
India,Dubai,College,Employed,M,Single,Extended,28754,2
Philipines,Abu Dhabi,High School or Below,Employed,F,Married,Basic,50201,1
India,Sharjah,Bachelor,Employed,F,Married,Extended,51593,1
Pakistan,Dubai,Bachelor,Self-Employed,F,Married,Extended,0,0
India,Sharjah,High School or Below,Employed,F,Married,Extended,31974,1
Pakistan,Sharjah,Bachelor,Employed,M,Married,Basic,31756,1
India,Dubai,College,Self-Employed,F,Married,Basic,0,0
China,Dubai,Bachelor,Government,F,Married,Basic,20369,0
Other,Dubai,College,Self-Employed,M,Single,Extended,0,2
India,Sharjah,High School or Below,Employed,F,Married,Basic,66933,1
UAE,Dubai,High School or Below,Employed,F,Married,Premium,39843,0
Philipines,Abu Dhabi,Doctor,Enterpreneur,M,Married,Basic,16686,1
Pakistan,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
India,Dubai,High School or Below,Employed,F,Married,Basic,80237,0
India,Dubai,High School or Below,Employed,M,Married,Basic,72897,1
India,Sharjah,Bachelor,Employed,M,Married,Extended,46435,1
Philipines,Dubai,High School or Below,Self-Employed,M,Married,Basic,0,2
Pakistan,Dubai,High School or Below,Government,F,Married,Basic,23124,0
Philipines,Dubai,High School or Below,Employed,M,Married,Extended,45310,1
Pakistan,Dubai,College,Employed,M,Married,Extended,53437,1
Other,Dubai,College,Self-Employed,F,Single,Basic,0,0
Philipines,Sharjah,College,Employed,F,Married,Basic,27880,1
India,Dubai,Bachelor,Employed,F,Married,Basic,45963,0
Pakistan,Sharjah,Bachelor,Employed,F,Married,Basic,35625,1
China,Dubai,High School or Below,Employed,F,Single,Extended,31727,0
Philipines,Dubai,High School or Below,Employed,F,Divorced,Basic,53071,0
India,Sharjah,High School or Below,Employed,M,Divorced,Basic,97735,1
India,Dubai,High School or Below,Self-Employed,M,Single,Extended,0,2
Pakistan,Abu Dhabi,Master,Employed,F,Married,Basic,52218,1
India,Dubai,Bachelor,Employed,F,Divorced,Extended,25820,0
India,Dubai,High School or Below,Government,F,Married,Basic,17950,0
Philipines,Dubai,High School or Below,Employed,F,Married,Extended,82477,0
Philipines,Dubai,College,Self-Employed,F,Single,Extended,0,0
Pakistan,Sharjah,College,Employed,M,Married,Basic,64801,1
Other,Dubai,College,Self-Employed,F,Married,Basic,0,0
Philipines,Abu Dhabi,Doctor,Employed,F,Married,Extended,61233,1
China,Dubai,Bachelor,Self-Employed,F,Divorced,Extended,0,0
Philipines,Abu Dhabi,Bachelor,Employed,F,Married,Basic,62902,1
Philipines,Dubai,High School or Below,Employed,M,Married,Basic,20244,1
India,Abu Dhabi,High School or Below,Employed,F,Married,Basic,86812,1
India,Abu Dhabi,College,Employed,F,Single,Extended,62192,1
Pakistan,Sharjah,College,Employed,F,Married,Extended,34948,1
Pakistan,Sharjah,Bachelor,Employed,M,Married,Basic,35456,1
Pakistan,Sharjah,College,Employed,M,Married,Basic,80640,1
Philipines,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
Pakistan,Abu Dhabi,High School or Below,Employed,M,Married,Basic,91193,1
Philipines,Abu Dhabi,High School or Below,Employed,F,Married,Basic,73692,1
UAE,Dubai,High School or Below,Enterpreneur,F,Divorced,Premium,12195,0
Other,Sharjah,Bachelor,Employed,F,Married,Basic,52801,1
China,Dubai,College,Self-Employed,M,Married,Extended,0,2
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Philipines,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
Other,Dubai,Bachelor,Employed,M,Divorced,Basic,75644,2
India,Dubai,High School or Below,Employed,F,Married,Extended,60192,0
Pakistan,Abu Dhabi,Bachelor,Self-Employed,F,Married,Extended,0,0
Pakistan,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
India,Dubai,College,Employed,M,Married,Basic,29242,1
UAE,Dubai,Bachelor,Employed,F,Single,Premium,69379,0
Pakistan,Sharjah,College,Employed,F,Married,Basic,63860,1
Philipines,Abu Dhabi,Doctor,Employed,F,Married,Basic,45281,1
UAE,Abu Dhabi,Bachelor,Employed,F,Married,Premium,51193,1
Pakistan,Abu Dhabi,Bachelor,Employed,F,Divorced,Basic,62074,1
India,Abu Dhabi,Bachelor,Employed,F,Divorced,Basic,64304,1
Pakistan,Sharjah,Bachelor,Employed,M,Married,Basic,73795,1
Pakistan,Abu Dhabi,College,Employed,F,Married,Extended,84376,1
Philipines,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
Pakistan,Dubai,High School or Below,Employed,M,Married,Basic,79153,1
Pakistan,Sharjah,College,Government,M,Married,Basic,17950,1
Philipines,Dubai,College,Self-Employed,F,Single,Extended,0,0
Pakistan,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,College,Self-Employed,F,Married,Basic,0,0
Philipines,Abu Dhabi,College,Employed,F,Married,Basic,58139,1
India,Dubai,High School or Below,Self-Employed,M,Single,Basic,0,2
India,Sharjah,High School or Below,Employed,F,Married,Extended,80991,1
India,Abu Dhabi,College,Employed,F,Divorced,Extended,69678,1
Philipines,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Philipines,Dubai,College,Retired,F,Married,Basic,14030,0
Pakistan,Dubai,Bachelor,Enterpreneur,F,Married,Extended,13037,0
India,Abu Dhabi,College,Employed,M,Divorced,Basic,76763,1
Other,Dubai,High School or Below,Employed,F,Single,Extended,50461,0
India,Abu Dhabi,High School or Below,Employed,M,Married,Basic,69604,1
India,Dubai,Master,Employed,M,Married,Basic,22908,1
UAE,Abu Dhabi,College,Employed,F,Divorced,Premium,68273,1
India,Sharjah,College,Employed,M,Divorced,Basic,95550,1
China,Dubai,Bachelor,Employed,M,Divorced,Basic,88370,2
Pakistan,Sharjah,Doctor,Employed,F,Married,Basic,68931,1
Pakistan,Abu Dhabi,Bachelor,Employed,F,Married,Extended,24432,1
Pakistan,Abu Dhabi,College,Employed,M,Married,Basic,77577,1
India,Dubai,High School or Below,Enterpreneur,M,Married,Basic,12607,2
Pakistan,Dubai,College,Self-Employed,F,Married,Basic,0,0
Pakistan,Dubai,Bachelor,Government,F,Divorced,Basic,23474,0
India,Dubai,Bachelor,Self-Employed,M,Single,Basic,0,2
Pakistan,Dubai,Bachelor,Self-Employed,M,Divorced,Basic,0,2
UAE,Dubai,High School or Below,Employed,M,Married,Premium,98478,1
Philipines,Dubai,College,Retired,M,Married,Extended,23091,2
Philipines,Dubai,College,Employed,M,Married,Basic,51071,1
Pakistan,Abu Dhabi,Bachelor,Self-Employed,F,Divorced,Basic,0,0
UAE,Sharjah,Bachelor,Employed,F,Divorced,Premium,69921,1
Other,Abu Dhabi,High School or Below,Employed,M,Married,Basic,36357,1
Pakistan,Abu Dhabi,High School or Below,Self-Employed,F,Married,Basic,0,0
UAE,Dubai,High School or Below,Employed,M,Married,Premium,27607,1
Pakistan,Dubai,Master,Employed,F,Married,Basic,43610,0
Pakistan,Dubai,Bachelor,Self-Employed,F,Married,Extended,0,0
India,Dubai,Bachelor,Government,M,Married,Basic,14660,2
Philipines,Dubai,High School or Below,Government,F,Divorced,Extended,26864,0
Pakistan,Abu Dhabi,Doctor,Employed,M,Divorced,Basic,36631,1
India,Dubai,Bachelor,Employed,F,Divorced,Extended,42582,0
Philipines,Abu Dhabi,College,Employed,M,Married,Basic,37256,1
Philipines,Dubai,College,Self-Employed,M,Married,Basic,0,2
Other,Dubai,High School or Below,Employed,M,Married,Extended,56980,1
Pakistan,Abu Dhabi,Master,Employed,M,Married,Extended,98254,1
Other,Sharjah,Master,Employed,M,Divorced,Extended,71737,1
Philipines,Dubai,Bachelor,Employed,M,Married,Extended,31177,1
India,Abu Dhabi,High School or Below,Employed,F,Single,Basic,98338,1
India,Dubai,High School or Below,Self-Employed,F,Single,Basic,0,0
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
Other,Dubai,College,Employed,M,Divorced,Extended,29938,2
India,Dubai,Bachelor,Self-Employed,F,Single,Basic,0,0
UAE,Dubai,Bachelor,Employed,M,Divorced,Premium,24285,2
India,Sharjah,Master,Employed,M,Married,Basic,32983,1
India,Dubai,Doctor,Self-Employed,F,Divorced,Extended,0,0
Pakistan,Sharjah,Bachelor,Employed,F,Married,Extended,71333,1
Philipines,Abu Dhabi,Master,Employed,F,Married,Extended,33157,1
Pakistan,Dubai,College,Self-Employed,F,Married,Extended,0,0
India,Dubai,Bachelor,Employed,M,Married,Basic,36580,1
Pakistan,Dubai,High School or Below,Government,F,Married,Basic,11432,0
India,Abu Dhabi,High School or Below,Employed,F,Divorced,Basic,78596,1
Philipines,Sharjah,Bachelor,Employed,F,Married,Basic,35143,1
Philipines,Dubai,Master,Employed,M,Married,Extended,29606,1
Philipines,Abu Dhabi,Master,Employed,M,Married,Basic,53228,1
Pakistan,Dubai,High School or Below,Retired,F,Married,Extended,10312,0
Pakistan,Dubai,Bachelor,Government,F,Divorced,Basic,19864,0
UAE,Dubai,High School or Below,Employed,F,Married,Premium,76157,0
India,Dubai,High School or Below,Employed,M,Married,Extended,44368,1
Pakistan,Dubai,College,Employed,M,Married,Basic,27961,1
India,Abu Dhabi,College,Employed,F,Married,Basic,92777,1
Pakistan,Sharjah,Master,Employed,F,Married,Basic,55992,1
Philipines,Abu Dhabi,Master,Employed,M,Divorced,Basic,88997,1
Philipines,Dubai,High School or Below,Retired,F,Married,Basic,21926,0
Pakistan,Dubai,Bachelor,Employed,F,Divorced,Basic,82413,0
India,Abu Dhabi,Bachelor,Employed,M,Married,Basic,48008,1
India,Dubai,College,Employed,F,Single,Basic,87796,0
Pakistan,Dubai,Bachelor,Employed,M,Married,Basic,38928,1
Philipines,Dubai,Bachelor,Employed,M,Single,Basic,58779,2
Other,Dubai,Doctor,Employed,F,Married,Extended,98912,0
Pakistan,Abu Dhabi,College,Self-Employed,F,Married,Extended,0,0
Philipines,Abu Dhabi,High School or Below,Employed,F,Married,Basic,33882,1
Pakistan,Dubai,Bachelor,Employed,M,Married,Basic,92296,1
